,County,Latitude,Longitude,Ocean Proximity,Population,Households,Average Income,Average House Value
393,Sonoma,38.35,-122.72,<1H OCEAN,1675,618,24117,162500
394,Sonoma,38.42,-122.72,<1H OCEAN,4698,1353,26154,147367
395,Sonoma,38.43,-122.72,<1H OCEAN,1408,437,25735,131100
396,Sonoma,38.44,-122.72,<1H OCEAN,1386,517,18864,135700
397,Sonoma,38.45,-122.72,<1H OCEAN,780,357,31467,175500
398,Sonoma,38.46,-122.72,<1H OCEAN,795,308,29073,157000
399,Sonoma,38.47,-122.72,<1H OCEAN,990,394,19932,164800
400,Sonoma,38.48,-122.72,<1H OCEAN,902,334,60298,289100
401,Sonoma,38.58,-122.72,<1H OCEAN,2936,1043,50555,240800
402,Lake,38.88,-122.72,INLAND,890,310,19906,96600
403,Tehama,40.17,-122.72,INLAND,188,72,13889,87500
404,Marin,37.88,-122.71,NEAR OCEAN,599,250,43125,495800
405,Marin,37.9,-122.71,NEAR OCEAN,437,188,31150,242600
406,Sonoma,38.33,-122.71,<1H OCEAN,2064,914,36953,157600
407,Sonoma,38.34,-122.71,<1H OCEAN,2192,865,28907,141800
408,Sonoma,38.35,-122.71,<1H OCEAN,1203,642,23464,104200
409,Sonoma,38.37,-122.71,<1H OCEAN,1014,348,56018,253000
410,Sonoma,38.4,-122.71,<1H OCEAN,833,445,14390,140600
411,Sonoma,38.42,-122.71,<1H OCEAN,1031,368,16267,129200
412,Sonoma,38.43,-122.71,<1H OCEAN,1809,845,18644,126950
413,Sonoma,38.44,-122.71,<1H OCEAN,937,472,15342,304150
414,Sonoma,38.45,-122.71,<1H OCEAN,3455,1619,28680,198767
415,Sonoma,38.46,-122.71,<1H OCEAN,4195,1895,30474,177300
416,Sonoma,38.5,-122.71,<1H OCEAN,2324,769,66104,330900
417,Lake,38.91,-122.71,INLAND,94,10,13750,55000
418,Marin,38.03,-122.7,NEAR OCEAN,624,292,41379,309100
419,Sonoma,38.23,-122.7,<1H OCEAN,1053,377,35673,310300
420,Sonoma,38.31,-122.7,<1H OCEAN,1208,501,41964,258100
421,Sonoma,38.33,-122.7,<1H OCEAN,2602,895,33399,158467
422,Sonoma,38.34,-122.7,<1H OCEAN,1782,688,28261,154500
423,Sonoma,38.35,-122.7,<1H OCEAN,2054,929,34737,157267
424,Sonoma,38.36,-122.7,<1H OCEAN,2538,876,42210,227100
425,Sonoma,38.39,-122.7,<1H OCEAN,2557,1088,20915,168100
426,Sonoma,38.43,-122.7,<1H OCEAN,1362,424,16685,114100
427,Sonoma,38.44,-122.7,<1H OCEAN,1770,670,29231,167033
428,Sonoma,38.45,-122.7,<1H OCEAN,1805,989,30917,221467
429,Sonoma,38.46,-122.7,<1H OCEAN,1012,441,50415,240200
430,Sonoma,38.66,-122.7,<1H OCEAN,582,224,39063,210000
431,Lake,38.97,-122.7,INLAND,723,319,32375,114200
432,Lake,38.99,-122.7,INLAND,181,105,23558,134700
433,Lake,39.0,-122.7,INLAND,186,59,23125,162500
434,Lake,39.14,-122.7,INLAND,214,62,33929,108300
435,Marin,37.91,-122.69,NEAR OCEAN,629,279,43194,238700
436,Sonoma,38.27,-122.69,<1H OCEAN,1066,384,40313,285000
437,Sonoma,38.3,-122.69,<1H OCEAN,1693,693,33827,292100
438,Sonoma,38.32,-122.69,<1H OCEAN,3338,1084,51468,178000
439,Sonoma,38.34,-122.69,<1H OCEAN,6154,2265,37776,156150
440,Sonoma,38.35,-122.69,<1H OCEAN,1606,458,58352,223550
441,Sonoma,38.36,-122.69,<1H OCEAN,2502,1189,24827,177500
442,Sonoma,38.37,-122.69,<1H OCEAN,2969,1043,48233,214000
443,Sonoma,38.44,-122.69,<1H OCEAN,1947,791,33775,174233
444,Sonoma,38.45,-122.69,<1H OCEAN,711,318,39191,183000
445,Sonoma,38.46,-122.69,<1H OCEAN,1117,512,50000,275900
446,Sonoma,38.51,-122.69,<1H OCEAN,1442,506,66854,313000
447,Lake,38.94,-122.69,INLAND,517,187,31250,93400
448,Lake,39.02,-122.69,INLAND,744,316,21094,72400
449,Lake,39.04,-122.69,INLAND,66,29,27639,112500
450,Marin,38.01,-122.68,NEAR OCEAN,825,369,42011,255400
451,Marin,38.07,-122.68,NEAR OCEAN,510,207,56305,430000
452,Sonoma,38.25,-122.68,<1H OCEAN,650,228,38269,306000
453,Sonoma,38.36,-122.68,<1H OCEAN,3833,1287,43278,184100
454,Sonoma,38.4,-122.68,<1H OCEAN,1767,628,31047,141400
455,Sonoma,38.43,-122.68,<1H OCEAN,1311,582,48330,263150
456,Sonoma,38.44,-122.68,<1H OCEAN,1994,830,31826,165450
457,Sonoma,38.45,-122.68,<1H OCEAN,744,304,40139,163100
458,Sonoma,38.46,-122.68,<1H OCEAN,3888,1523,48025,241833
459,Sonoma,38.48,-122.68,<1H OCEAN,716,259,53409,244600
460,Lake,38.76,-122.68,INLAND,302,117,23125,67900
461,Lake,38.98,-122.68,INLAND,526,254,21838,109700
462,Trinity,41.15,-122.68,INLAND,224,89,36310,90400
463,Sonoma,38.24,-122.67,<1H OCEAN,1372,450,50544,261800
464,Sonoma,38.25,-122.67,<1H OCEAN,660,206,40729,288500
465,Sonoma,38.31,-122.67,<1H OCEAN,930,342,37875,292700
466,Sonoma,38.33,-122.67,<1H OCEAN,4323,1475,39518,220300
467,Sonoma,38.43,-122.67,<1H OCEAN,1645,701,39200,199550
468,Sonoma,38.44,-122.67,<1H OCEAN,2951,1177,38001,184300
469,Sonoma,38.45,-122.67,<1H OCEAN,1027,510,29222,242600
470,Sonoma,38.47,-122.67,<1H OCEAN,2697,1164,27645,192300
471,Marin,37.93,-122.66,NEAR OCEAN,553,277,41792,350000
472,Sonoma,38.2,-122.66,<1H OCEAN,1351,489,43056,251300
473,Sonoma,38.27,-122.66,<1H OCEAN,477,315,21696,75000
474,Sonoma,38.42,-122.66,<1H OCEAN,2228,950,40230,208400
475,Sonoma,38.44,-122.66,<1H OCEAN,2614,887,43657,215900
476,Sonoma,38.45,-122.66,<1H OCEAN,906,323,44375,293500
477,Sonoma,38.46,-122.66,<1H OCEAN,1300,625,26023,221100
478,Sonoma,38.47,-122.66,<1H OCEAN,2404,846,42558,181550
479,Sonoma,38.48,-122.66,<1H OCEAN,3505,1496,34324,184233
480,Lake,38.81,-122.66,INLAND,461,142,34375,83300
481,Lake,39.02,-122.66,INLAND,943,510,17446,109400
482,Lake,39.03,-122.66,INLAND,594,255,11650,53300
483,Shasta,40.52,-122.66,INLAND,1361,515,45357,171200
484,Marin,38.01,-122.65,NEAR OCEAN,708,255,50766,305400
485,Marin,38.11,-122.65,<1H OCEAN,1968,632,55524,279200
486,Sonoma,38.23,-122.65,<1H OCEAN,1622,688,33106,200700
487,Sonoma,38.24,-122.65,<1H OCEAN,2353,852,46125,235600
488,Sonoma,38.25,-122.65,<1H OCEAN,1852,778,34020,193300
489,Sonoma,38.27,-122.65,<1H OCEAN,2077,755,51391,234500
490,Sonoma,38.37,-122.65,<1H OCEAN,786,282,57204,344100
491,Sonoma,38.4,-122.65,<1H OCEAN,400,154,68586,343100
492,Sonoma,38.46,-122.65,<1H OCEAN,926,397,40647,187800
493,Sonoma,38.47,-122.65,<1H OCEAN,847,296,38580,214400
494,Sonoma,38.48,-122.65,<1H OCEAN,473,163,55061,231800
495,Lake,38.92,-122.65,INLAND,20,13,41250,112500
496,Lake,38.96,-122.65,INLAND,898,367,16769,63200
497,Lake,38.97,-122.65,INLAND,703,292,11912,60000
498,Lake,38.99,-122.65,INLAND,1596,666,18571,75900
499,Siskiyou,41.72,-122.65,INLAND,1784,743,18533,57500
500,Marin,37.96,-122.64,NEAR OCEAN,151,67,95551,500001
501,Marin,38.01,-122.64,NEAR OCEAN,1229,478,46555,279350
502,Sonoma,38.23,-122.64,<1H OCEAN,2650,1106,34843,237333
503,Sonoma,38.24,-122.64,<1H OCEAN,1674,747,31559,197800
504,Sonoma,38.25,-122.64,<1H OCEAN,1507,533,38000,162600
505,Sonoma,38.48,-122.64,<1H OCEAN,1174,454,58369,255700
506,Lake,38.71,-122.64,INLAND,231,96,26250,89600
507,Lake,38.87,-122.64,INLAND,519,199,15739,73500
508,Lake,38.95,-122.64,INLAND,522,268,12029,68900
509,Lake,38.96,-122.64,INLAND,326,136,17273,58200
510,Siskiyou,41.63,-122.64,INLAND,1108,430,31062,100000
511,Siskiyou,41.73,-122.64,INLAND,2153,916,20450,67200
512,Siskiyou,41.74,-122.64,INLAND,1113,483,33095,81300
513,Siskiyou,41.95,-122.64,INLAND,802,314,18242,53500
514,Sonoma,38.21,-122.63,<1H OCEAN,1283,449,62034,291100
515,Sonoma,38.22,-122.63,<1H OCEAN,1571,517,48034,249600
516,Sonoma,38.23,-122.63,<1H OCEAN,1951,853,35421,208950
517,Sonoma,38.24,-122.63,<1H OCEAN,823,327,25179,145500
518,Sonoma,38.25,-122.63,<1H OCEAN,1707,568,37115,181900
519,Sonoma,38.26,-122.63,<1H OCEAN,3551,1392,46069,202300
520,Sonoma,38.34,-122.63,<1H OCEAN,979,335,51966,325400
521,Sonoma,38.5,-122.63,<1H OCEAN,874,341,57819,265600
522,Lake,38.94,-122.63,INLAND,2024,938,14408,65400
523,Lake,38.95,-122.63,INLAND,246,86,17083,77300
524,Lake,38.96,-122.63,INLAND,1705,769,20292,62100
525,Marin,37.85,-122.62,NEAR OCEAN,358,143,68198,493800
526,Marin,37.97,-122.62,NEAR OCEAN,150,56,77006,316700
527,Marin,38.15,-122.62,<1H OCEAN,1127,346,64092,334900
528,Sonoma,38.24,-122.62,<1H OCEAN,1651,503,51190,179150
529,Sonoma,38.25,-122.62,<1H OCEAN,2690,995,38749,185267
530,Sonoma,38.4,-122.62,<1H OCEAN,3741,1242,65261,324700
531,Sonoma,38.54,-122.62,<1H OCEAN,1006,403,45167,265200
532,Lake,38.73,-122.62,INLAND,727,287,21474,85300
533,Lake,38.92,-122.62,INLAND,249,109,18417,84700
534,Lake,38.94,-122.62,INLAND,853,372,19317,56250
535,Lake,38.95,-122.62,INLAND,832,359,16865,58800
536,Lake,38.96,-122.62,INLAND,828,332,20577,69000
537,Marin,37.99,-122.61,NEAR OCEAN,3108,1349,44375,289600
538,Marin,38.09,-122.61,<1H OCEAN,2311,756,69081,368700
539,Sonoma,38.23,-122.61,<1H OCEAN,914,400,29871,193800
540,Sonoma,38.24,-122.61,<1H OCEAN,3511,1161,44248,188167
541,Sonoma,38.25,-122.61,<1H OCEAN,1340,421,52452,204900
542,Sonoma,38.26,-122.61,<1H OCEAN,1482,547,46833,215200
543,Sonoma,38.42,-122.61,<1H OCEAN,2543,1249,46957,259800
544,Lake,38.93,-122.61,INLAND,108,31,43897,71300
545,Siskiyou,41.74,-122.61,INLAND,1863,869,20591,55700
546,Marin,38.0,-122.6,<1H OCEAN,1100,449,41098,246600
547,Marin,38.11,-122.6,<1H OCEAN,4467,1589,46015,251550
548,Sonoma,38.24,-122.6,<1H OCEAN,1988,615,47926,201450
549,Sonoma,38.48,-122.6,<1H OCEAN,606,251,66004,341500
550,Lake,38.9,-122.6,INLAND,92,41,29583,91700
551,Lake,38.93,-122.6,INLAND,572,301,14767,62000
552,Marin,37.97,-122.59,NEAR OCEAN,1872,833,45625,275200
553,Marin,37.99,-122.59,NEAR BAY,1899,827,41659,302000
554,Marin,38.01,-122.59,NEAR BAY,3450,1258,61724,414300
555,Marin,38.04,-122.59,NEAR BAY,1238,406,83646,397300
556,Marin,38.12,-122.59,<1H OCEAN,3445,1166,60132,287900
557,Marin,38.13,-122.59,<1H OCEAN,601,224,53755,290900
558,Sonoma,38.43,-122.59,<1H OCEAN,785,512,34561,216700
559,Sonoma,38.44,-122.59,<1H OCEAN,505,348,31830,201200
560,Napa,38.56,-122.59,<1H OCEAN,721,293,46500,245000
561,Napa,38.58,-122.59,<1H OCEAN,1454,668,37585,185700
562,Lake,38.78,-122.59,INLAND,366,143,33750,103100
563,Lake,38.92,-122.59,INLAND,599,273,21953,75000
564,Marin,37.98,-122.58,NEAR BAY,2020,836,48260,304250
565,Marin,38.08,-122.58,NEAR BAY,4406,1623,56150,285600
566,Marin,38.1,-122.58,NEAR BAY,5600,2200,46463,276300
567,Marin,38.12,-122.58,NEAR BAY,1912,770,49286,309500
568,Marin,38.15,-122.58,<1H OCEAN,682,190,75000,423200
569,Sonoma,38.38,-122.58,<1H OCEAN,1587,605,47237,306600
570,Sonoma,38.43,-122.58,<1H OCEAN,1132,639,39375,269200
571,Sonoma,38.46,-122.58,<1H OCEAN,1182,501,33981,246900
572,Napa,38.58,-122.58,INLAND,1549,556,23942,183100
573,Napa,38.59,-122.58,INLAND,539,246,35208,195800
574,Marin,37.96,-122.57,NEAR BAY,1449,471,91834,500001
575,Marin,37.97,-122.57,NEAR BAY,2177,1027,35055,382100
576,Marin,37.98,-122.57,NEAR BAY,1178,522,46250,355000
577,Marin,37.99,-122.57,NEAR BAY,3392,1427,45692,328500
578,Marin,38.02,-122.57,NEAR BAY,3798,1409,56512,314000
579,Marin,38.03,-122.57,NEAR BAY,911,320,65253,387700
580,Marin,38.11,-122.57,NEAR BAY,3289,1405,33343,221950
581,Sonoma,38.27,-122.57,<1H OCEAN,2902,1010,53707,250500
582,Napa,38.58,-122.57,INLAND,926,487,19925,225000
583,Tehama,39.9,-122.57,INLAND,1697,627,24555,55600
584,Shasta,40.61,-122.57,INLAND,883,321,28036,93400
585,Marin,37.9,-122.56,NEAR BAY,1278,560,68393,409467
586,Marin,37.91,-122.56,NEAR BAY,755,345,71924,500001
587,Marin,37.92,-122.56,NEAR BAY,721,298,89248,500001
588,Marin,37.94,-122.56,NEAR BAY,653,241,106272,500001
589,Marin,37.95,-122.56,NEAR OCEAN,933,410,61444,500001
590,Marin,37.97,-122.56,NEAR BAY,735,306,46944,398900
591,Marin,37.98,-122.56,NEAR BAY,1111,557,48056,345700
592,Marin,38.01,-122.56,NEAR BAY,840,398,46000,239500
593,Marin,38.03,-122.56,NEAR BAY,815,283,65249,324800
594,Marin,38.06,-122.56,NEAR BAY,6109,2615,50965,295300
595,Marin,38.09,-122.56,NEAR BAY,4684,2060,41705,209800
596,Sonoma,38.41,-122.56,<1H OCEAN,478,183,59300,384600
597,Shasta,40.75,-122.56,INLAND,512,210,17935,74500
598,Siskiyou,41.53,-122.56,INLAND,848,328,22024,60900
599,Siskiyou,41.69,-122.56,INLAND,947,306,24107,70100
600,San Mateo,37.59,-122.55,NEAR OCEAN,598,225,41827,345500
602,Marin,37.9,-122.55,NEAR BAY,503,220,79606,453400
603,Marin,37.91,-122.55,NEAR BAY,567,255,32794,460000
604,Marin,37.92,-122.55,NEAR BAY,859,359,61085,500001
605,Marin,37.97,-122.55,NEAR BAY,731,253,71155,500001
606,Marin,37.98,-122.55,NEAR BAY,1581,795,32930,337500
607,Marin,37.99,-122.55,NEAR BAY,1398,585,48993,319900
608,Marin,38.0,-122.55,NEAR BAY,1395,722,39265,301100
609,Marin,38.01,-122.55,NEAR BAY,1657,611,63314,342200
610,Marin,38.02,-122.55,NEAR BAY,1928,742,64978,361500
611,Marin,38.03,-122.55,NEAR BAY,3063,1172,60902,293200
612,Marin,38.07,-122.55,NEAR BAY,2449,914,48902,347900
613,Marin,38.1,-122.55,NEAR BAY,2341,906,50029,255600
614,Sonoma,38.42,-122.55,<1H OCEAN,894,365,42891,211700
615,Lake,38.81,-122.55,INLAND,1027,421,38831,132100
616,San Mateo,37.62,-122.54,NEAR OCEAN,747,254,44286,262100
617,San Mateo,37.7,-122.54,NEAR OCEAN,1793,708,42472,292500
621,Marin,37.88,-122.54,NEAR BAY,1775,745,67809,414400
622,Marin,37.89,-122.54,NEAR BAY,1907,795,61275,424400
623,Marin,37.9,-122.54,NEAR BAY,2028,983,41094,379600
624,Marin,37.91,-122.54,NEAR BAY,1159,505,56302,489000
625,Marin,37.93,-122.54,NEAR BAY,970,430,55385,431800
626,Marin,37.94,-122.54,NEAR BAY,3069,1580,47958,420350
627,Marin,37.95,-122.54,NEAR BAY,971,386,56970,435700
628,Marin,37.96,-122.54,NEAR BAY,1592,657,72186,500001
629,Marin,37.97,-122.54,NEAR BAY,1833,737,56263,352100
630,Marin,37.98,-122.54,NEAR BAY,607,264,55083,371900
631,Marin,37.99,-122.54,NEAR BAY,818,330,73521,444000
632,Marin,38.0,-122.54,NEAR BAY,1694,800,31800,277000
633,Marin,38.14,-122.54,NEAR BAY,1659,630,75412,392100
634,Sonoma,38.36,-122.54,<1H OCEAN,1167,458,37969,202800
635,San Mateo,37.5,-122.53,NEAR OCEAN,2199,805,61896,331100
636,San Mateo,37.63,-122.53,NEAR OCEAN,1386,608,29087,228200
637,San Mateo,37.65,-122.53,NEAR OCEAN,2325,1040,40556,275000
638,San Mateo,37.66,-122.53,NEAR OCEAN,4674,1451,54694,272400
639,Marin,37.86,-122.53,NEAR BAY,628,205,37500,478600
640,Marin,37.87,-122.53,NEAR BAY,658,253,79977,400000
641,Marin,37.88,-122.53,NEAR BAY,2977,1283,56662,360850
642,Marin,37.89,-122.53,NEAR BAY,1596,707,59073,400400
643,Marin,37.9,-122.53,NEAR BAY,1232,537,38839,327200
644,Marin,37.91,-122.53,NEAR BAY,999,417,79892,500001
645,Marin,37.92,-122.53,NEAR BAY,1331,634,47064,400650
646,Marin,37.93,-122.53,NEAR BAY,1535,684,53688,351750
647,Marin,37.94,-122.53,NEAR BAY,384,247,47344,200000
648,Marin,37.95,-122.53,NEAR BAY,2980,1888,35838,271300
649,Marin,37.96,-122.53,NEAR BAY,1962,823,61926,380650
650,Marin,37.97,-122.53,NEAR BAY,3380,1775,26453,256775
651,Marin,37.98,-122.53,NEAR BAY,810,354,85759,500001
652,Marin,38.01,-122.53,NEAR BAY,1790,773,44606,189200
653,Sonoma,38.32,-122.53,<1H OCEAN,1371,501,57950,332300
654,Lake,39.09,-122.53,INLAND,370,177,13000,69700
655,Glenn,39.5,-122.53,INLAND,658,211,24861,71900
656,Siskiyou,41.81,-122.53,INLAND,1109,443,17639,55400
657,Marin,37.88,-122.52,NEAR BAY,88,46,38068,275000
658,Marin,37.89,-122.52,NEAR BAY,1640,989,39531,417600
659,Marin,37.9,-122.52,NEAR BAY,689,348,44239,267100
660,Marin,37.91,-122.52,NEAR BAY,1818,705,55951,402900
661,Marin,37.92,-122.52,NEAR BAY,497,226,102171,408900
662,Marin,37.93,-122.52,NEAR BAY,1219,507,50779,333900
663,Marin,37.94,-122.52,NEAR BAY,600,241,59582,500001
664,Marin,37.95,-122.52,NEAR BAY,1854,697,70883,484400
665,Marin,37.96,-122.52,NEAR BAY,818,352,52818,331000
666,Marin,37.97,-122.52,NEAR BAY,265,169,27500,231300
667,Marin,37.98,-122.52,NEAR BAY,2962,1464,28903,324200
668,Sonoma,38.27,-122.52,<1H OCEAN,872,367,52155,248300
669,Napa,38.53,-122.52,INLAND,548,207,48750,336700
670,Napa,38.67,-122.52,INLAND,708,253,34539,300000
671,Lake,38.7,-122.52,INLAND,43,13,5360,87500
672,Lake,38.99,-122.52,INLAND,337,155,16607,77800
673,San Mateo,37.53,-122.51,NEAR OCEAN,672,241,72929,355800
674,San Mateo,37.58,-122.51,NEAR OCEAN,59,21,22375,450000
677,Marin,37.87,-122.51,NEAR BAY,1949,919,28620,258400
678,Marin,37.89,-122.51,NEAR BAY,1233,547,34485,458300
679,Marin,37.91,-122.51,NEAR BAY,203,118,66410,310000
680,Marin,37.92,-122.51,NEAR BAY,1022,464,37647,375000
681,Marin,37.96,-122.51,NEAR BAY,1574,653,36863,263800
682,Marin,37.97,-122.51,NEAR BAY,2100,1025,32462,329400
683,Marin,37.98,-122.51,NEAR BAY,1830,679,60762,487800
684,Marin,37.99,-122.51,NEAR BAY,1541,626,55791,433300
685,Marin,38.0,-122.51,NEAR BAY,1157,543,39519,274200
686,Marin,38.06,-122.51,NEAR BAY,5162,1880,30742,118800
687,Sonoma,38.17,-122.51,NEAR BAY,2808,1029,36392,246300
688,Lake,38.76,-122.51,INLAND,1050,374,40435,132600
689,Colusa,39.3,-122.51,INLAND,551,214,17463,68800
690,San Mateo,37.51,-122.5,NEAR OCEAN,355,124,82364,371800
691,San Mateo,37.59,-122.5,NEAR OCEAN,736,241,43542,237500
692,San Mateo,37.6,-122.5,NEAR OCEAN,971,326,42500,241700
699,Marin,37.87,-122.5,NEAR BAY,1650,919,63066,346100
700,Marin,37.88,-122.5,NEAR BAY,2100,1023,47475,474600
701,Marin,37.91,-122.5,NEAR BAY,2755,1267,54851,441100
702,Marin,37.92,-122.5,NEAR BAY,1987,759,58779,325050
703,Marin,37.96,-122.5,NEAR BAY,45,25,61359,212500
704,Marin,37.97,-122.5,NEAR BAY,5917,1812,27273,187500
705,Sonoma,38.35,-122.5,<1H OCEAN,784,362,30750,165100
706,Sonoma,38.4,-122.5,<1H OCEAN,777,339,41307,295700
707,Lake,38.82,-122.5,INLAND,877,341,25625,109200
708,San Mateo,37.5,-122.49,NEAR OCEAN,801,259,45625,500000
709,San Mateo,37.54,-122.49,NEAR OCEAN,1527,535,63256,368000
710,San Mateo,37.59,-122.49,NEAR OCEAN,1498,484,51282,262500
711,San Mateo,37.6,-122.49,NEAR OCEAN,1697,660,40795,270600
712,San Mateo,37.63,-122.49,NEAR OCEAN,2655,1077,39749,250867
713,San Mateo,37.67,-122.49,NEAR OCEAN,5386,1538,49810,263350
714,San Mateo,37.68,-122.49,NEAR OCEAN,4093,1103,51985,254400
715,San Mateo,37.69,-122.49,NEAR OCEAN,3520,1128,47255,275133
716,San Mateo,37.7,-122.49,NEAR OCEAN,828,313,52811,287700
724,Marin,37.85,-122.49,NEAR BAY,63,34,122547,500001
725,Marin,37.86,-122.49,NEAR BAY,1778,1031,56534,471000
726,Marin,37.89,-122.49,NEAR BAY,541,336,60238,500001
727,Marin,37.92,-122.49,NEAR BAY,849,318,62953,386200
728,Marin,37.98,-122.49,NEAR BAY,460,174,64271,451700
729,Marin,37.99,-122.49,NEAR BAY,1916,764,69940,420800
730,Marin,38.0,-122.49,NEAR BAY,19,8,77197,400000
731,Marin,38.1,-122.49,NEAR BAY,491,205,49286,307000
732,Sonoma,38.22,-122.49,NEAR BAY,781,274,35647,251800
733,Sonoma,38.27,-122.49,NEAR BAY,1657,936,35625,213200
734,Sonoma,38.29,-122.49,<1H OCEAN,672,251,38000,242100
735,Sonoma,38.3,-122.49,<1H OCEAN,1613,544,33571,193600
736,Sonoma,38.31,-122.49,<1H OCEAN,1411,586,32500,195500
737,Sonoma,38.32,-122.49,<1H OCEAN,2375,916,32912,185750
738,Siskiyou,41.43,-122.49,INLAND,1544,566,31250,76100
739,San Mateo,37.51,-122.48,NEAR OCEAN,761,270,47578,318500
740,San Mateo,37.57,-122.48,NEAR OCEAN,2282,814,45556,249000
741,San Mateo,37.59,-122.48,NEAR OCEAN,2784,923,53991,273000
742,San Mateo,37.64,-122.48,NEAR OCEAN,50,27,125000,281000
743,San Mateo,37.65,-122.48,NEAR OCEAN,1817,668,42593,227400
744,San Mateo,37.67,-122.48,NEAR OCEAN,6344,2129,38200,305967
745,San Mateo,37.68,-122.48,NEAR OCEAN,2296,645,55647,268700
746,San Mateo,37.69,-122.48,NEAR OCEAN,4237,1483,40578,258067
747,San Mateo,37.7,-122.48,NEAR OCEAN,6400,2851,30518,302450
748,San Mateo,37.71,-122.48,NEAR OCEAN,3523,1596,49241,377267
757,Marin,37.85,-122.48,NEAR BAY,2096,1205,64752,500001
758,Marin,37.86,-122.48,NEAR BAY,1177,670,62113,500001
759,Marin,37.93,-122.48,NEAR BAY,1385,743,36731,318000
760,Sonoma,38.3,-122.48,<1H OCEAN,1241,515,26520,171300
761,Sonoma,38.31,-122.48,<1H OCEAN,2390,973,25502,176500
762,Sonoma,38.32,-122.48,<1H OCEAN,1821,769,31252,170700
763,Napa,38.48,-122.48,INLAND,765,322,46379,348200
764,Napa,38.5,-122.48,INLAND,1287,439,43125,276500
765,Napa,38.51,-122.48,INLAND,741,339,31312,247600
766,Napa,38.54,-122.48,INLAND,973,340,42096,256600
767,Lake,38.9,-122.48,INLAND,161,61,21964,112500
768,San Mateo,37.5,-122.47,NEAR OCEAN,1490,576,40344,326900
769,San Mateo,37.51,-122.47,NEAR OCEAN,2222,774,67606,364300
770,San Mateo,37.61,-122.47,NEAR OCEAN,2208,834,54364,279300
771,San Mateo,37.65,-122.47,NEAR OCEAN,5023,1605,46452,236200
772,San Mateo,37.66,-122.47,NEAR OCEAN,3226,790,57535,297900
773,San Mateo,37.67,-122.47,NEAR OCEAN,3752,1002,55845,304300
774,San Mateo,37.68,-122.47,NEAR OCEAN,2544,738,45337,306700
775,San Mateo,37.69,-122.47,NEAR OCEAN,5292,1648,41399,264625
776,San Mateo,37.7,-122.47,NEAR OCEAN,4327,1175,39893,252133
787,Marin,37.85,-122.47,NEAR BAY,881,546,29145,140400
788,Marin,37.87,-122.47,NEAR BAY,1315,582,115706,500001
789,Marin,37.89,-122.47,NEAR BAY,3895,1683,72905,500001
790,Marin,37.95,-122.47,NEAR BAY,1986,815,39712,187500
791,Marin,37.99,-122.47,NEAR BAY,2468,957,74940,439200
792,Sonoma,38.29,-122.47,NEAR BAY,1277,775,25658,208000
793,Sonoma,38.3,-122.47,<1H OCEAN,2175,924,34031,209500
794,Sonoma,38.34,-122.47,<1H OCEAN,1144,407,43472,261000
795,Napa,38.5,-122.47,INLAND,959,361,41993,214500
796,Napa,38.51,-122.47,INLAND,1393,687,35205,192200
797,Napa,38.6,-122.47,INLAND,589,194,53698,303300
798,San Mateo,37.51,-122.46,NEAR OCEAN,399,149,56286,411300
799,San Mateo,37.59,-122.46,NEAR OCEAN,6160,2082,57653,325800
800,San Mateo,37.63,-122.46,NEAR OCEAN,3783,1310,50479,280400
801,San Mateo,37.64,-122.46,NEAR OCEAN,3767,1062,49930,302450
802,San Mateo,37.65,-122.46,NEAR OCEAN,7157,2065,50334,292450
803,San Mateo,37.66,-122.46,NEAR OCEAN,5251,1634,53810,272800
804,San Mateo,37.67,-122.46,NEAR OCEAN,2049,1021,41303,146500
805,San Mateo,37.68,-122.46,NEAR OCEAN,1983,681,29413,229400
806,San Mateo,37.69,-122.46,NEAR OCEAN,4897,1514,37604,272200
807,San Mateo,37.7,-122.46,NEAR OCEAN,4053,1164,35550,239233
817,Marin,37.88,-122.46,NEAR BAY,812,373,88386,500001
818,Marin,37.98,-122.46,NEAR BAY,427,162,120933,500001
819,Sonoma,38.29,-122.46,NEAR BAY,1784,842,29811,222500
820,Napa,38.53,-122.46,INLAND,785,309,36641,275800
821,Shasta,40.52,-122.46,INLAND,1077,333,52149,146500
822,San Mateo,37.62,-122.45,NEAR OCEAN,1712,509,67206,344600
823,San Mateo,37.63,-122.45,NEAR OCEAN,2683,824,57480,302100
824,San Mateo,37.64,-122.45,NEAR OCEAN,3444,984,62498,353300
825,San Mateo,37.66,-122.45,NEAR OCEAN,4306,1409,50601,272000
826,San Mateo,37.67,-122.45,NEAR OCEAN,1237,419,46050,242500
827,San Mateo,37.69,-122.45,NEAR OCEAN,884,504,30625,87500
828,San Mateo,37.7,-122.45,NEAR OCEAN,6189,1720,45956,248550
839,Marin,37.9,-122.45,NEAR BAY,1292,632,84888,500001
840,Marin,37.91,-122.45,NEAR BAY,935,369,100791,500001
841,Marin,38.01,-122.45,NEAR BAY,2196,800,43182,252700
842,Sonoma,38.27,-122.45,NEAR BAY,1994,838,42237,262300
843,Sonoma,38.28,-122.45,NEAR BAY,1374,460,57984,297600
844,Sonoma,38.3,-122.45,NEAR BAY,718,380,35507,257900
845,Napa,38.51,-122.45,INLAND,610,312,19441,184400
846,Napa,38.58,-122.45,INLAND,1324,464,30938,189400
847,Shasta,40.46,-122.45,INLAND,1413,484,28085,105700
